Entry,localization,relability_score
Q9NQZ2,Nucleoli,Supported
P16144,Cell Junctions,Supported
P16144,Plasma membrane,Supported
Q969T9,Cytosol,Supported
Q969T9,Nucleoplasm,Supported
Q9C0B0,Cytoplasmic bodies,Supported
Q9C0B0,Cytosol,Supported
Q96LD4,Cytosol,Supported
P63241,Cytosol,Supported
P63241,Nucleoplasm,Supported
Q13227,Nucleoplasm,Supported
Q6GPH4,Mitochondria,Supported
Q6GPH4,Nucleoplasm,Supported
Q8NE09,Cytosol,Supported
Q8NE09,Nucleoli fibrillar center,Supported
Q14254,Plasma membrane,Supported
Q14254,Vesicles,Supported
Q9Y221,Nucleoli,Supported
Q9UN37,Midbody,Supported
Q765P7,Focal adhesion sites,Supported
Q9Y2F9,Vesicles,Supported
Q9UKK6,Cytosol,Supported
Q9UKK6,Nucleoplasm,Supported
Q7Z7F0,Nucleoplasm,Supported
P02741,Vesicles,Supported
O15085,Plasma membrane,Supported
P57735,Plasma membrane,Supported
Q5TAQ9,Cytosol,Supported
Q5TAQ9,Nucleoplasm,Supported
P38935,Nuclear bodies,Supported
P38935,Nucleoplasm,Supported
Q9Y4U1,Nucleoplasm,Supported
Q9UIF7,Nucleoplasm,Supported
Q8WYA6,Nucleoplasm,Supported
Q9BQK8,Cytosol,Supported
Q9H0Z9,Cytosol,Supported
Q9H0Z9,Nucleoplasm,Supported
Q9UI17,Mitochondria,Supported
Q8NI35,Cell Junctions,Supported
Q8NI35,Centriolar satellite,Supported
Q9GZQ4,Plasma membrane,Supported
Q9NTI2,Plasma membrane,Supported
Q5JR59,Cytokinetic bridge,Supported
Q5JR59,Microtubules,Supported
Q9C0E2,Cytosol,Supported
Q9C0E2,Nucleoplasm,Supported
Q6XPS3,Endoplasmic reticulum,Supported
Q9Y244,Nuclear speckles,Supported
P20309,Plasma membrane,Supported
Q9UBM1,Endoplasmic reticulum,Supported
Q6WCQ1,Actin filaments,Supported
O00750,Cytosol,Supported
O00750,Nucleoplasm,Supported
Q8N0X7,Cytosol,Supported
O00287,Nuclear speckles,Supported
P13693,Cytosol,Supported
Q8TAV4,Plasma membrane,Supported
P40938,Nucleoplasm,Supported
P29323,Plasma membrane,Supported
Q96KP4,Cytosol,Supported
Q9BQ69,Nucleoplasm,Supported
Q6RFH5,Nucleoli,Supported
O95197,Endoplasmic reticulum,Supported
Q96NB1,Centrosome,Supported
O15018,Cytosol,Supported
O15018,Plasma membrane,Supported
Q9Y6X9,Cytosol,Supported
Q9Y6X9,Nucleoplasm,Supported
P0CG30,Cytosol,Supported
Q8IUG5,Centrosome,Supported
Q8IUG5,Nucleoplasm,Supported
Q9NUV9,Cytosol,Supported
P30990,Vesicles,Supported
Q9C099,Centrosome,Supported
Q15329,Nucleoplasm,Supported
Q9UH65,Actin filaments,Supported
Q9UH65,Plasma membrane,Supported
O00327,Nucleoplasm,Supported
Q96BY9,Endoplasmic reticulum,Supported
Q9BV47,Nucleoplasm,Supported
Q92785,Nucleoplasm,Supported
O00255,Nucleoplasm,Supported
P56915,Nuclear speckles,Supported
P56915,Nucleoplasm,Supported
Q7Z3D6,Cytosol,Supported
Q9P0S2,Mitochondria,Supported
O43310,Cytosol,Supported
Q9UBB5,Nucleoplasm,Supported
Q9Y5U9,Endoplasmic reticulum,Supported
P50613,Cytosol,Supported
P50613,Nucleoli fibrillar center,Supported
P50613,Nucleoplasm,Supported
Q99467,Plasma membrane,Supported
P40337,Cytosol,Supported
O14503,Nuclear bodies,Supported
Q9H079,Mitotic spindle,Supported
Q9H079,Nucleoplasm,Supported
Q6PGN9,Cytosol,Supported
Q99523,Cytosol,Supported
Q99523,Golgi apparatus,Supported
Q99523,Plasma membrane,Supported
O43504,Cytosol,Supported
Q04721,Nucleoplasm,Supported
Q04721,Plasma membrane,Supported
Q9H8W5,Cytokinetic bridge,Supported
Q9H8W5,Cytosol,Supported
Q7Z7D3,Plasma membrane,Supported
Q08AE8,Cytosol,Supported
Q96QD8,Plasma membrane,Supported
P27348,Cytosol,Supported
Q9NZI5,Nucleoplasm,Supported
O75116,Cytosol,Supported
Q8WXG1,Endoplasmic reticulum,Supported
Q5EBM0,Mitochondria,Supported
P00338,Cytosol,Supported
P40189,Plasma membrane,Supported
Q6P1J9,Nucleoplasm,Supported
Q76MJ5,Endoplasmic reticulum,Supported
O43776,Cytosol,Supported
Q96I25,Nucleoplasm,Supported
P51946,Nucleoplasm,Supported
Q8TDN4,Nuclear bodies,Supported
Q8TDN4,Nucleoplasm,Supported
P35711,Nucleoplasm,Supported
Q96A58,Cytosol,Supported
Q9Y6L6,Plasma membrane,Supported
Q92466,Nucleoplasm,Supported
Q9BXU7,Nucleoplasm,Supported
Q9Y388,Nuclear membrane,Supported
Q9Y388,Nucleoli,Supported
Q9P289,Cytosol,Supported
Q9P289,Golgi apparatus,Supported
Q7Z3Z4,Nucleoplasm,Supported
Q14671,Nucleoplasm,Supported
Q8IXK0,Nucleoplasm,Supported
Q53HL2,Nucleoli,Supported
Q9HCK5,Cytoplasmic bodies,Supported
Q5TAX3,Cytosol,Supported
Q02487,Plasma membrane,Supported
Q6IA86,Cytosol,Supported
Q6IA86,Nucleoplasm,Supported
Q9Y4J8,Cell Junctions,Supported
O15516,Nucleoplasm,Supported
P16234,Plasma membrane,Supported
P08572,Vesicles,Supported
Q86YF9,Centrosome,Supported
Q86YF9,Nucleoplasm,Supported
Q86UB2,Nucleoplasm,Supported
P28715,Nucleoplasm,Supported
P29144,Cytosol,Supported
P29144,Nuclear bodies,Supported
Q6UW63,Nucleoplasm,Supported
A7KAX9,Golgi apparatus,Supported
P25054,Plasma membrane,Supported
Q8NI36,Nucleoli,Supported
Q92882,Cytosol,Supported
Q9UMX0,Cytosol,Supported
Q9UMX0,Nucleoplasm,Supported
Q5VZE5,Cytosol,Supported
P04083,Cytosol,Supported
P04083,Nucleoplasm,Supported
P04083,Plasma membrane,Supported
P07711,Vesicles,Supported
P20823,Nucleoplasm,Supported
O15119,Nucleoplasm,Supported
Q15646,Cytosol,Supported
Q86Y01,Cytosol,Supported
Q86Y01,Nuclear bodies,Supported
Q86Y01,Nucleoplasm,Supported
Q9Y222,Nucleoplasm,Supported
Q9Y5L2,Lipid droplets,Supported
P78362,Cytosol,Supported
P78362,Nucleoplasm,Supported
Q9P1T7,Nucleoplasm,Supported
P28222,Plasma membrane,Supported
Q5TB80,Centriolar satellite,Supported
Q5TB80,Nucleoplasm,Supported
O60506,Cytosol,Supported
Q9Y5W7,Vesicles,Supported
P21589,Plasma membrane,Supported
Q53H80,Nucleoplasm,Supported
Q9UBD5,Nucleoplasm,Supported
O43318,Cytosol,Supported
O43318,Plasma membrane,Supported
Q9H0A0,Midbody,Supported
Q9NZC4,Nucleoplasm,Supported
P08962,Vesicles,Supported
A2RU30,Cytosol,Supported
Q99490,Cytosol,Supported
Q99490,Nucleoplasm,Supported
P11802,Cytosol,Supported
P11802,Nuclear membrane,Supported
P11802,Nucleoli,Supported
P11802,Nucleoplasm,Supported
Q12800,Nucleoplasm,Supported
Q14674,Nucleoplasm,Supported
Q14674,Vesicles,Supported
P08729,Cytosol,Supported
P09651,Nucleoplasm,Supported
Q13438,Endoplasmic reticulum,Supported
Q14244,Cytosol,Supported
Q14244,Microtubules,Supported
Q8N157,Centrosome,Supported
P28336,Cytosol,Supported
P28336,Plasma membrane,Supported
Q96D71,Plasma membrane,Supported
P42680,Plasma membrane,Supported
O75923,Plasma membrane,Supported
Q04741,Nucleoli,Supported
Q04741,Nucleoli rim,Supported
Q9Y4E8,Cytosol,Supported
Q9Y4E8,Nuclear bodies,Supported
Q9Y4E8,Nucleoplasm,Supported
Q00987,Cytosol,Supported
Q00987,Nucleoplasm,Supported
Q99547,Nucleoli,Supported
Q9Y613,Cytosol,Supported
Q9GZT9,Cytosol,Supported
O75529,Nuclear speckles,Supported
P15104,Cytosol,Supported
P15104,Mitochondria,Supported
P15104,Plasma membrane,Supported
Q05823,Cytosol,Supported
Q08211,Nucleoli,Supported
Q9BZQ8,Cytosol,Supported
Q5TC82,Cytosol,Supported
Q5TC82,Plasma membrane,Supported
Q9HB58,Nucleoplasm,Supported
Q9H9J2,Mitochondria,Supported
Q07001,Plasma membrane,Supported
Q96BY6,Cytosol,Supported
Q96BY6,Nucleoplasm,Supported
P41595,Nucleoplasm,Supported
Q969X1,Vesicles,Supported
Q8IWJ2,Nucleoplasm,Supported
P82933,Mitochondria,Supported
Q9H1K1,Cytosol,Supported
Q9H1K1,Mitochondria,Supported
Q8WWQ8,Cytosol,Supported
Q9H0E7,Nucleoli fibrillar center,Supported
O75369,Cytosol,Supported
O75369,Plasma membrane,Supported
Q86VN1,Lysosomes,Supported
Q86VN1,Plasma membrane,Supported
Q86VN1,Vesicles,Supported
Q8WWK9,Microtubules,Supported
Q8WWK9,Mitotic spindle,Supported
Q9NS62,Cytosol,Supported
Q9NPJ6,Nucleoplasm,Supported
Q9UIL8,Nuclear membrane,Supported
Q9UIL8,Nucleoplasm,Supported
Q96JB2,Cytosol,Supported
Q96JB2,Plasma membrane,Supported
Q8WWI1,Actin filaments,Supported
O95171,Cytosol,Supported
O95171,Nucleoplasm,Supported
O95171,Plasma membrane,Supported
O43597,Actin filaments,Supported
O43597,Microtubules,Supported
Q9NV35,Nucleoplasm,Supported
P24530,Plasma membrane,Supported
P13796,Actin filaments,Supported
P13796,Plasma membrane,Supported
Q9BPX7,Nucleoplasm,Supported
O00425,Cytosol,Supported
Q92565,Nuclear bodies,Supported
Q92565,Nucleoplasm,Supported
P63000,Cytosol,Supported
O15504,Nucleoplasm,Supported
Q9NY93,Nucleoli,Supported
Q9UJU6,Plasma membrane,Supported
Q9UJU6,Vesicles,Supported
B0I1T2,Plasma membrane,Supported
Q8N0Z6,Nucleoplasm,Supported
P49914,Cytosol,Supported
Q9UKP4,Vesicles,Supported
Q13137,Cytosol,Supported
P30419,Cytosol,Supported
Q8TBZ2,Vesicles,Supported
Q07955,Nucleoplasm,Supported
P61962,Cytosol,Supported
P61962,Nucleoplasm,Supported
Q9BT23,Cytosol,Supported
Q9BT23,Nucleoplasm,Supported
Q9BX63,Nuclear membrane,Supported
Q9BX63,Nucleoplasm,Supported
O95251,Nucleoplasm,Supported
Q96DX8,Nucleoplasm,Supported
O43674,Mitochondria,Supported
Q9HD33,Mitochondria,Supported
Q9H992,Cytosol,Supported
Q9H992,Plasma membrane,Supported
Q92844,Cytosol,Supported
Q92844,Nucleoli,Supported
P43694,Nuclear bodies,Supported
P12757,Nucleoplasm,Supported
Q96S38,Endosomes,Supported
Q96S38,Lysosomes,Supported
Q9NZH8,Cytosol,Supported
P18510,Cytosol,Supported
Q96NT0,Plasma membrane,Supported
Q9H0E3,Nuclear speckles,Supported
O00499,Cytosol,Supported
P04921,Plasma membrane,Supported
Q92783,Vesicles,Supported
Q96TA2,Mitochondria,Supported
Q5BJF6,Centrosome,Supported
Q5VYK3,Nucleoplasm,Supported
O95347,Nucleoli,Supported
O95347,Nucleoplasm,Supported
O43474,Nucleoplasm,Supported
O14656,Nuclear membrane,Supported
O14656,Vesicles,Supported
Q96TA1,Nucleoplasm,Supported
Q8NGT0,Nucleoplasm,Supported
Q96SN8,Cell Junctions,Supported
O00206,Plasma membrane,Supported
Q8N5N7,Mitochondria,Supported
Q13285,Nucleoplasm,Supported
Q7Z6M1,Vesicles,Supported
Q09161,Cytosol,Supported
Q09161,Nucleoplasm,Supported
Q92688,Cytosol,Supported
Q92688,Nucleoplasm,Supported
Q9BUN8,Endoplasmic reticulum,Supported
O95760,Nucleoplasm,Supported
O95760,Vesicles,Supported
O60518,Vesicles,Supported
Q9GZS1,Nucleoli fibrillar center,Supported
Q9GZS1,Nucleoplasm,Supported
Q9Y263,Cytosol,Supported
Q9Y263,Nucleoplasm,Supported
Q9Y263,Plasma membrane,Supported
Q7Z2E3,Nucleoli,Supported
Q7Z2E3,Nucleoplasm,Supported
Q9H0F5,Nucleoplasm,Supported
Q9Y490,Centriolar satellite,Supported
Q9Y490,Cytosol,Supported
Q9Y490,Focal adhesion sites,Supported
Q9Y490,Plasma membrane,Supported
P30837,Mitochondria,Supported
Q5VZ89,Cytosol,Supported
Q5VZ89,Golgi apparatus,Supported
Q5VZ89,Vesicles,Supported
Q9Y3C6,Nucleoli,Supported
P11309,Cytosol,Supported
P11309,Nucleoli,Supported
P11309,Nucleoplasm,Supported
Q15306,Nucleoplasm,Supported
Q9BTT6,Cytosol,Supported
Q12947,Nuclear bodies,Supported
Q12947,Nucleoplasm,Supported
Q9BVA1,Cytokinetic bridge,Supported
Q9BVA1,Microtubules,Supported
Q9BVA1,Mitotic spindle,Supported
Q9BRT2,Mitochondria,Supported
P17096,Nucleoli,Supported
P17096,Nucleoplasm,Supported
O75955,Plasma membrane,Supported
O75955,Vesicles,Supported
Q14676,Nuclear bodies,Supported
Q14676,Nucleoplasm,Supported
Q5SQI0,Cytosol,Supported
Q7Z419,Mitochondria,Supported
O60603,Mitochondria,Supported
O60603,Nucleoplasm,Supported
Q8TDB4,Mitochondria,Supported
O94868,Plasma membrane,Supported
P49407,Nucleoplasm,Supported
Q14980,Cytosol,Supported
Q14980,Nucleoplasm,Supported
Q9HCH5,Plasma membrane,Supported
P42785,Vesicles,Supported
Q96I59,Mitochondria,Supported
Q9P015,Mitochondria,Supported
Q9H2Y9,Plasma membrane,Supported
Q96RS0,Cytosol,Supported
O00560,Cytosol,Supported
O00560,Nuclear membrane,Supported
O00560,Nucleoplasm,Supported
Q96PY6,Cytosol,Supported
Q96PY6,Nucleoplasm,Supported
Q8IY21,Cytosol,Supported
P46937,Nucleoli,Supported
P46937,Nucleoplasm,Supported
Q14134,Cytosol,Supported
Q9UKI9,Nucleoplasm,Supported
P35241,Plasma membrane,Supported
P29466,Cytosol,Supported
Q96BT7,Nucleoplasm,Supported
Q9Y6N5,Mitochondria,Supported
O60336,Nucleoli,Supported
O60336,Nucleoli rim,Supported
O60336,Nucleoplasm,Supported
Q9Y375,Mitochondria,Supported
Q02241,Midbody ring,Supported
Q02241,Mitotic spindle,Supported
P05386,Cytosol,Supported
P05386,Endoplasmic reticulum,Supported
Q9UGJ1,Centrosome,Supported
Q9BZF9,Cytosol,Supported
Q9BZF9,Nucleoplasm,Supported
O43541,Nuclear bodies,Supported
O43541,Nucleoplasm,Supported
Q9NQU5,Nucleoplasm,Supported
O14672,Plasma membrane,Supported
O14672,Vesicles,Supported
P30047,Nucleoplasm,Supported
Q5T0N5,Cytosol,Supported
Q00403,Nuclear bodies,Supported
Q00403,Nucleoplasm,Supported
Q8TF65,Cytosol,Supported
Q9UQC9,Cell Junctions,Supported
Q9UQC9,Plasma membrane,Supported
P11182,Mitochondria,Supported
P55084,Mitochondria,Supported
O75688,Cytosol,Supported
Q8TCS8,Cytosol,Supported
Q8TCS8,Mitochondria,Supported
Q8TCX1,Cytosol,Supported
P22888,Plasma membrane,Supported
P62820,Cytosol,Supported
P62820,Endoplasmic reticulum,Supported
Q86XK2,Nucleoli,Supported
Q86XK2,Nucleoplasm,Supported
Q9BU64,Nuclear bodies,Supported
Q9BU64,Nucleoplasm,Supported
Q9NZM1,Plasma membrane,Supported
Q9NZM1,Vesicles,Supported
P52732,Cytosol,Supported
O95359,Cytosol,Supported
O95359,Nucleoplasm,Supported
P36405,Centrosome,Supported
P36405,Nucleoplasm,Supported
Q53EZ4,Centriolar satellite,Supported
Q53EZ4,Midbody,Supported
Q96Q89,Cytokinetic bridge,Supported
Q96Q89,Cytosol,Supported
Q96Q89,Midbody,Supported
Q96Q89,Nucleoplasm,Supported
Q8TAG9,Vesicles,Supported
Q9P212,Cytosol,Supported
O75165,Vesicles,Supported
Q8NFU7,Nuclear membrane,Supported
Q8NFU7,Nucleoplasm,Supported
P51530,Mitochondria,Supported
Q86TC9,Cytosol,Supported
Q86TC9,Nucleoplasm,Supported
Q9NZC9,Nucleoplasm,Supported
Q99728,Nuclear speckles,Supported
Q99728,Nucleoplasm,Supported
Q9NRN9,Nucleoli,Supported
Q9NRN9,Nucleoli fibrillar center,Supported
Q13427,Nuclear speckles,Supported
O75874,Cytosol,Supported
Q86X95,Nuclear speckles,Supported
P28290,Cytosol,Supported
P02708,Plasma membrane,Supported
Q9NYB9,Cytosol,Supported
Q9NYB9,Nucleoplasm,Supported
P06756,Focal adhesion sites,Supported
Q9NP59,Plasma membrane,Supported
Q96SL1,Vesicles,Supported
Q9BQF6,Nucleoplasm,Supported
Q14061,Mitochondria,Supported
Q8IXQ6,Cytosol,Supported
Q8IXQ6,Nucleoplasm,Supported
P40818,Cytosol,Supported
P40818,Golgi apparatus,Supported
Q8TCT8,Vesicles,Supported
Q15034,Cytosol,Supported
Q8IVU3,Cytosol,Supported
Q63HQ0,Golgi apparatus,Supported
Q9BT78,Nuclear speckles,Supported
O94979,Vesicles,Supported
P09038,Nuclear bodies,Supported
P09038,Nucleoplasm,Supported
P52306,Cytosol,Supported
Q9NQX1,Nuclear bodies,Supported
Q9NQX1,Nucleoli,Supported
Q9NQX1,Nucleoplasm,Supported
Q9NSY1,Nuclear speckles,Supported
Q96LI5,Cytosol,Supported
Q92772,Nucleoplasm,Supported
P12429,Plasma membrane,Supported
Q02224,Mitotic spindle,Supported
Q8NEC7,Nucleoplasm,Supported
Q96CB8,Nuclear bodies,Supported
Q96CB8,Nucleoplasm,Supported
P55212,Cytosol,Supported
Q16836,Mitochondria,Supported
P55157,Endoplasmic reticulum,Supported
P49796,Plasma membrane,Supported
Q6L9W6,Golgi apparatus,Supported
Q6L9W6,Vesicles,Supported
Q9Y2Z4,Mitochondria,Supported
P50542,Cytosol,Supported
P50542,Golgi apparatus,Supported
Q99590,Nuclear bodies,Supported
Q99590,Nucleoli,Supported
Q9BRT6,Mitotic chromosome,Supported
P58166,Vesicles,Supported
Q8WV24,Nucleoli,Supported
Q8WV24,Nucleoli rim,Supported
Q16828,Cytosol,Supported
Q8NHV4,Centrosome,Supported
Q13569,Nucleoplasm,Supported
Q96K30,Nucleoplasm,Supported
Q9NZD2,Cytosol,Supported
Q9BT92,Cytosol,Supported
P52945,Nucleoplasm,Supported
Q15633,Nucleoplasm,Supported
P51587,Nucleoplasm,Supported
Q9H9L4,Cytosol,Supported
Q9H9L4,Nucleoplasm,Supported
Q9H9L4,Plasma membrane,Supported
Q9HB07,Nucleoplasm,Supported
Q9BSJ8,Endoplasmic reticulum,Supported
Q96P53,Vesicles,Supported
P06400,Nucleoplasm,Supported
Q9UPS6,Nucleoplasm,Supported
Q9NSV4,Microtubules,Supported
Q9NSV4,Plasma membrane,Supported
Q5VZF2,Nucleoplasm,Supported
Q9NX57,Golgi apparatus,Supported
Q9NX57,Vesicles,Supported
P51513,Nucleoli,Supported
P51513,Nucleoplasm,Supported
Q9H3N1,Endoplasmic reticulum,Supported
Q9H3N1,Nucleoli,Supported
Q147X3,Cytosol,Supported
Q92731,Nucleoplasm,Supported
Q8WXE9,Cytosol,Supported
P55081,Nucleoplasm,Supported
Q99081,Nuclear speckles,Supported
Q99081,Nucleoplasm,Supported
Q12982,Cytosol,Supported
P52657,Nucleoplasm,Supported
Q8TBE0,Nucleoplasm,Supported
Q8IWY9,Plasma membrane,Supported
Q04726,Nucleoplasm,Supported
P39687,Cytosol,Supported
P39687,Nucleoplasm,Supported
Q9H0A8,Cytosol,Supported
O43586,Cytosol,Supported
O43586,Plasma membrane,Supported
Q9BY12,Nuclear speckles,Supported
Q9BY12,Nucleoplasm,Supported
Q9GZS3,Cytosol,Supported
Q15596,Nuclear bodies,Supported
Q15596,Nucleoplasm,Supported
Q96FI4,Nucleoplasm,Supported
Q8NCT1,Plasma membrane,Supported
Q8NCT1,Vesicles,Supported
Q9H611,Nucleoplasm,Supported
Q9Y6I4,Nucleoplasm,Supported
O15127,Golgi apparatus,Supported
O15127,Vesicles,Supported
P54098,Mitochondria,Supported
A0A3B3IS91,Mitochondria,Supported
P12271,Cytosol,Supported
Q7Z2Z1,Nucleoplasm,Supported
Q16288,Nucleoli,Supported
Q16288,Nucleoli rim,Supported
Q9H3U1,Cytosol,Supported
Q9H3U1,Nuclear speckles,Supported
P09958,Golgi apparatus,Supported
P46940,Cell Junctions,Supported
P46940,Plasma membrane,Supported
P20702,Plasma membrane,Supported
O43294,Focal adhesion sites,Supported
O95453,Nuclear speckles,Supported
Q9C0B1,Cytosol,Supported
Q68EM7,Plasma membrane,Supported
Q92620,Nucleoplasm,Supported
Q9NX01,Nucleoplasm,Supported
Q15911,Nucleoplasm,Supported
Q86WI3,Cytosol,Supported
Q9BVA0,Cytosol,Supported
Q9BVA0,Microtubules,Supported
O60936,Cytosol,Supported
O60936,Nucleoplasm,Supported
P55290,Plasma membrane,Supported
Q6P9B6,Cytosol,Supported
Q8IXI1,Mitochondria,Supported
O15530,Cytosol,Supported
Q6NT04,Cytosol,Supported
Q6NT04,Plasma membrane,Supported
O95995,Cytosol,Supported
Q9UNS2,Cytosol,Supported
Q9UNS2,Nucleoplasm,Supported
Q8IVT5,Cytosol,Supported
Q969X6,Nucleoli fibrillar center,Supported
Q3B7J2,Nucleoplasm,Supported
Q8N4N8,Mitotic spindle,Supported
Q5VIR6,Golgi apparatus,Supported
Q5VIR6,Vesicles,Supported
P55786,Cytosol,Supported
Q96FV2,Nucleoplasm,Supported
Q9BUM1,Endoplasmic reticulum,Supported
Q00610,Endosomes,Supported
Q00610,Lysosomes,Supported
Q00610,Mitotic spindle,Supported
Q9Y3E5,Mitochondria,Supported
Q92750,Nucleoli fibrillar center,Supported
Q92750,Nucleoplasm,Supported
Q9Y4W6,Mitochondria,Supported
Q13433,Plasma membrane,Supported
Q96P16,Nucleoplasm,Supported
Q92908,Nucleoplasm,Supported
O15118,Vesicles,Supported
Q13336,Plasma membrane,Supported
P32121,Cytosol,Supported
P32121,Nucleoplasm,Supported
P32121,Plasma membrane,Supported
Q86YT5,Plasma membrane,Supported
P07306,Vesicles,Supported
Q8WYR1,Centriolar satellite,Supported
Q8WYR1,Cytosol,Supported
P04637,Cytosol,Supported
P52565,Cytosol,Supported
O15427,Plasma membrane,Supported
Q9BXL6,Cytosol,Supported
P38919,Nucleoplasm,Supported
P48730,Nucleoplasm,Supported
Q9UHQ1,Nucleoli,Supported
Q9UHQ1,Nucleoplasm,Supported
Q8N122,Cytosol,Supported
Q8N122,Lysosomes,Supported
Q8N122,Vesicles,Supported
Q01167,Nucleoplasm,Supported
Q6PJ69,Cytosol,Supported
Q9UPN4,Centriolar satellite,Supported
O00257,Nuclear bodies,Supported
Q7RTS9,Golgi apparatus,Supported
Q9H777,Cytosol,Supported
Q9H777,Nucleoplasm,Supported
Q9UIS9,Nucleoplasm,Supported
Q13485,Cytosol,Supported
Q13485,Nucleoplasm,Supported
Q9Y6Q6,Plasma membrane,Supported
Q92791,Endoplasmic reticulum,Supported
P04626,Cytosol,Supported
P04626,Nucleoplasm,Supported
P04626,Plasma membrane,Supported
Q14451,Cytosol,Supported
Q14451,Plasma membrane,Supported
Q9BRT3,Cytosol,Supported
Q9BRT3,Plasma membrane,Supported
P08651,Nucleoli fibrillar center,Supported
O43688,Plasma membrane,Supported
P57071,Nuclear bodies,Supported
P57071,Nucleoplasm,Supported
Q9BSK4,Golgi apparatus,Supported
Q9BSK4,Nucleoplasm,Supported
Q96EY5,Vesicles,Supported
Q86TI2,Cytosol,Supported
Q96F63,Nucleoplasm,Supported
P00441,Nucleoplasm,Supported
Q96KG9,Cytosol,Supported
O60287,Nucleoli fibrillar center,Supported
P31749,Nucleoplasm,Supported
Q9H840,Cytosol,Supported
Q9H840,Nucleoplasm,Supported
Q9BSF4,Mitochondria,Supported
P28072,Cytosol,Supported
P28072,Nucleoplasm,Supported
Q96LC7,Actin filaments,Supported
Q96LC7,Cytosol,Supported
Q96LC7,Plasma membrane,Supported
Q8WTR7,Nucleoplasm,Supported
Q96D15,Endoplasmic reticulum,Supported
Q9P2R6,Nuclear bodies,Supported
Q9P2R6,Nucleoplasm,Supported
Q9HAZ2,Nucleoplasm,Supported
Q9ULW8,Cytosol,Supported
Q9ULC6,Cytosol,Supported
P29317,Cell Junctions,Supported
P29317,Plasma membrane,Supported
Q8IZA0,Golgi apparatus,Supported
O00444,Centrosome,Supported
Q8N5D0,Vesicles,Supported
Q13352,Nucleoplasm,Supported
Q96A70,Cytosol,Supported
P13584,Vesicles,Supported
P61968,Nucleoplasm,Supported
Q9Y483,Nucleoplasm,Supported
Q5VSL9,Cytosol,Supported
P28066,Cytosol,Supported
Q58WW2,Nucleoplasm,Supported
Q9UM00,Endoplasmic reticulum,Supported
Q96NY8,Plasma membrane,Supported
P12318,Plasma membrane,Supported
Q9BZD4,Kinetochore,Supported
Q9BZD4,Nucleoplasm,Supported
O15539,Cytosol,Supported
Q9UK80,Cytosol,Supported
Q9UK80,Nucleoplasm,Supported
P29373,Cytosol,Supported
P29373,Nucleoplasm,Supported
Q5JTV8,Nuclear membrane,Supported
Q5VWZ2,Cytosol,Supported
Q86TP1,Cytosol,Supported
P51449,Nuclear bodies,Supported
Q9P2M7,Cell Junctions,Supported
Q9P2M7,Plasma membrane,Supported
Q96L92,Cytosol,Supported
Q96L92,Vesicles,Supported
Q15047,Nucleoplasm,Supported
P43235,Vesicles,Supported
P48382,Nucleoplasm,Supported
Q9UBF8,Golgi apparatus,Supported
Q99755,Cytosol,Supported
Q99755,Nucleoplasm,Supported
Q99755,Plasma membrane,Supported
Q13228,Nucleoli,Supported
Q96G23,Endoplasmic reticulum,Supported
Q96G23,Nuclear membrane,Supported
Q9H3T2,Plasma membrane,Supported
Q9BYD2,Mitochondria,Supported
P27540,Nuclear bodies,Supported
P27540,Nucleoplasm,Supported
Q9H4A5,Golgi apparatus,Supported
Q8TAK5,Nucleoplasm,Supported
Q8NB59,Vesicles,Supported
O95259,Vesicles,Supported
Q9NZJ0,Nucleoplasm,Supported
O43781,Nucleoplasm,Supported
P41214,Cytosol,Supported
Q9NVH2,Nuclear bodies,Supported
Q86V25,Cytosol,Supported
Q15573,Nucleoplasm,Supported
Q9Y6W6,Cytosol,Supported
Q9Y6W6,Nucleoplasm,Supported
P98198,Plasma membrane,Supported
P51153,Cytosol,Supported
P51153,Plasma membrane,Supported
P05109,Cytosol,Supported
P05109,Intermediate filaments,Supported
P31151,Cytosol,Supported
O00165,Mitochondria,Supported
Q96PS8,Plasma membrane,Supported
Q9BWL3,Mitochondria,Supported
Q12905,Nucleoplasm,Supported
Q68E01,Nucleoplasm,Supported
Q10471,Golgi apparatus,Supported
Q5SW79,Cytosol,Supported
Q6IQ49,Cytosol,Supported
Q6IQ49,Plasma membrane,Supported
O15121,Mitochondria,Supported
Q9NVF7,Nucleoplasm,Supported
P35236,Cytosol,Supported
Q15084,Endoplasmic reticulum,Supported
Q7Z624,Nucleoplasm,Supported
Q9HC35,Cytosol,Supported
Q9HC35,Microtubules,Supported
P62979,Cytosol,Supported
P62979,Endoplasmic reticulum,Supported
P62979,Nucleoli,Supported
Q9NY74,Nucleoplasm,Supported
O00470,Nucleoplasm,Supported
O75643,Nucleoplasm,Supported
P82675,Mitochondria,Supported
Q9Y3C4,Cytosol,Supported
O75319,Nucleoplasm,Supported
Q8WUM9,Plasma membrane,Supported
Q8N5P1,Nuclear bodies,Supported
Q8N5P1,Nucleoplasm,Supported
P51826,Nucleoplasm,Supported
Q92575,Endoplasmic reticulum,Supported
O15514,Nuclear speckles,Supported
O15514,Nucleoplasm,Supported
Q99569,Plasma membrane,Supported
P35498,Plasma membrane,Supported
Q9C0E8,Endoplasmic reticulum,Supported
Q569K4,Nucleoli fibrillar center,Supported
Q9BWT1,Cytosol,Supported
Q9BWT1,Nucleoplasm,Supported
P56177,Nucleoplasm,Supported
Q8TEB9,Endoplasmic reticulum,Supported
